ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
211,2610170.7643145523,Losing life and livelihood: a systematic review and meta-analysis of unemployment and all-cause mortality.,eng%,Social science & medicine (1982),nan,1873-5347,72,6,1/11/$%03,nan,{David J RoelfsJoseph E SchwartzEran ShorKarina W Davidson}
212,,Evaluation of a rapidly rotating shift system for tolerance of nurses to nightwork.,eng,International archives of occupational and environmental health,Int Arch% Occup %Environ Health,034%0-013#1,65,19.147011155351223,1/1/94,nan,{D MinorsJ WaterhouseG GhirlandaG CostaG Tarondi}
213,245822,[Osteoporosis prevention in patients with low energy hip fractures hospitalized in the orthopedic department],nan,Ugeskr Laeger,nan,0041-5782 (Print) 0041-5782,164,27,nan,Apr-41,
214,440401,American palm ethnomedicine%: a meta-analysis..,nan,nan,nan,nan,0,0,nan,nan,{NULL}
215,77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,eng,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,nan,383.3781891107633,1,1/12/10,$130-%48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
216,592817,Isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in Tehran,eng,nan,nan,nan,19,4,1/12/01,361-3,{M. M. ParvareshM. HashemiR. SoodiS. NekoozadehS. A. AlemzadehK. G. FalavarjaniM. Modarres}
217,169270,Public health impact of the 1992 Los Angeles civil unrest,nan,Public health reports (Washington D.C. : 1974),Public Health Rep,0033-3549$,604.7708109112323,3,1/1/93,nan,{NULL}
218,288711,Laparoscopic reversal of Hartmann's rectosigmoidectomy,nan,Colorectal dise??ase : the official journal of the Association of Coloproctology of Great B??ritain and Ireland,Colorectal Dis,1462-8910,10,1,1/8/01,81-%83,{S@@. SlawikA. R. Dixo#n}
219,,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,nan,nan,nan,nan,22,0,1/10/01,nan,{D. BuzduceaBuzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood BergerF. LazarE. I. Mardare}
220,833251,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,nan,Jou%rnal of Consulting and Cli??nical Psychology,nan,nan,74,1,nan,112-120,{E. FrankL.D. TorresD. KupferK.L. HarknessJ. GuillaumotJ.E. RobertsS.M. Monroe}
221,470174,Value of spiral CT in hemodynamically stable patients following blunt chest trauma.,eng,Computerized Medical Imaging and Graphics: The Official Journal of the Computerized Medical Imaging Society,Comput Med Imaging Graph,0895-6111,83.1550841468207,6,11/1/98,447-52,{R TelloK KandarpaR F MundenS HootonR Pugatch}
222,315926,Preventing injuries through interventions for problem drinking: a systematic review of randomized controlled trials,nan,nan,nan,nan,34,12.897828426301071,1/1/99,609-21,
223,901385,Nutrition an$d obstruct??ed labor,nan,American Journal of Clinical Nutrition,nan,nan,72,1,nan,291S-297S,{O. A. LadipoJ. C. Konje}
224,787529,Rationale design and methods of the HEALTHY study nutrition intervention component,eng,Int J Obes (Lond),International journal of obesi%ty (2005),nan,33,0,1/9/01,S29-36,{S. McCormickB. GillisA. VirusM. A. StatenC. MobleyS. L. VolpeJ. BridgmanL. El ghormliD. D. StadlerJ. Hartstein}
225,1955411.697931775,Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German),nan,nan,nan,nan,,0,nan,nan,
226,441393,The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
227,481882,nan,nan,Endocrinology,Endocrinology,1945-7170,889.8014512198534,,1/13/09,3118-29,{$%Thomas SchererJose M GarciaVictor PapushaJi-an ChenMark AsnicarJoanna SmiechowskaBobby GuilloryChristoph BuettnerRoy G SmithAnriada Nassif}
228,572425,Primary cutaneous large B-cell lymphoma of the legs: a distinct clinical pathologic entity treated with CD20 monoclonal antibody (rituximab).,nan,American Journal of Clinical Oncology-Cancer Clinical Trials,nan,0277-3732,91.64951504274666,12.87356312539938,1/1/#06,237-40,{D M Aboulafia}
229,581864,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration,nan,International Journal of Behavioral Consultation and Therapy,nan,nan,10.713768756190564,9.83783912024019,1/6/01,432??-438,{Marcie W. HandlerJames K. LuiselliJennifer A. Mautone}
230,455406,Green tea in dermatology. [Review],nan,nan,nan,nan,0,0,nan,nan,{N@@ULL}
231,696362,nan,nan,McNeill Mathematics Program,Co??llege Tea#ching,87567555,200.66356743152932,4,nan,nan,
232,504206,Tropi#ca#l infection after a case of total hip arthroplasty.,%e??ng,The Journal of hospital infection,#J. Hosp$. Infect.,1532-2939,,,nan,179-81,{E SennevilleH MelliezV LoviC JosephM DouaudM PradierT BoyerA MeybeckL Fortin-Lebraud}
233,800900,Chronic pelvic pain.,eng,Best practice & research. Clinical gastroenterology,Best Pract Res Clin Gastroenterol,1532-1916,23,21.75024290686527,1/9#/01,593-610,{Andrew Paul Baranowski}
234,235689,Obstetrical anal sphincter laceration and anal incontinence 5-10 years after childbirth,eng,nan,American journal of obstetrics and gynecology,0002-9378 (Print) 0002-9378,207,5,nan,425.e1-6,{K. C. McDermottJ. L. BlomquistV. L. HandaE. C. Evers}
235,3845776.143323702,Comparative effectiveness of instructional design features in simulation-based education: systematic review and meta-analysis.,$eng%,Medical teacher,nan,nan,,1,1/13/01,e867-98,
236,282828.7196239203,Body mass index and outcome of ASC-H-interpreted cervical smears in postmenopausal women.,eng,Acta cytologica,Acta Cytol.,Jan-47,56,10.128502381899718,1/12/01,259-65,
237,326944,Plasma concentration of asymmetric dimethylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.,nan,Atherosclerosis. Supplements,nan,1567-5688,16.59698756245806,4,1/3/12,??2$9-32,
238,922795,nan,ger,nan,nan,17-Mar,45,-1,nan,S10-3,{R M JonesP Conzen}
239,768486,nan,eng,BMJ Open,nan,2044-6055,4,7,1/14/01,e00560$1,{C. MillsS. DalkinJ. GreenhalghC. WoodL. WoodJ. WrightE. GibbonsN. BlackJ. M. ValderasR. PawsonD. Meads}
240,428363,nan,eng,Mycoses,Mycoses,nan,260.87033288022144,,1/1/11,419-21,{L RamosS Mathur_nA MateoC L_pezC G_mez}
241,519287,A method for determining skeletal lengths from DXA images.,eng,BMC Mus#culoskele$t Disord,BMC musculoskeletal di##sorders,1471-2474,39.85406003042174,,1/7/01,113,{Glen M BlakeTim D SpectorIgnac FogelmanUsha Chinappen-Horsley}
242,638918,Imagi%n@@g for target volume delineation in rectal cancer radiotherapy--a systematic review.,en%g,Clinical Oncology (Royal College$ of Radi??ologists),nan,1433-2981,24,1,1/#12/0@@2,5@@2-6@@3,{R WebsterE SpeziS MukherjeeR AdamsS GwynneJ StaffurthB Coles}
243,,The influence of smoking and impaired glucose homoeost#asis on the outcome in patients presenting with an acute coronary syndrome: a cross-sectional stu%dy.,eng,BMJ Open,nan,2044-6055,,25.32231727712463,@@1/14/01,e005077,{Anders HallingHkan OdebergHenrik ForssellJacob OdebergMarie-Louise PerssonLennart RstamIvar VaaraUlf LindbladMichael Freitag}
244,747279,Systematic review exploring the effect of exercise in pulmonary rehabilitation on depression levels in patients with chronic obstructive pulmonary disease,nan,Phy#siotherapy,Physiotherapy,1873-1465,97,,nan,eS502-eS503,{Patil S.Horobin H.}
245,3836160.296487249,Environmental and genomic factors as well as interventions influencing smoking cessation: a systematic review of reviews and a proposed working model.,eng,Public hea@@lt%h genomics,Public Heal??th Genomics,1662-8063,,4,nan,159-73,{A BrandJ Van der HeydenS de VironH Van OyenN Malats}
246,1467363.9438310598,Impact of seasonality on recruitment retention adherence and outcomes in a web-based smoking cessation intervention: randomized controlled trial,nan,nan,nan,nan,15,0,1/13/01,e249-,{Mushro ANiaura R SGraham A LCobb N KFang YCha S}
247,59308,White matter diffusivity predicts memory in patients with subjective and mild cognitive impairment and norma%l CSF total tau levels.,eng,Journal of the International Neuropsychological Society : JINS,J Int Neuropsychol Soc,1469-7661,16,1,1/10/01,58-69,{Ramune GrambaiteAnders M FjellTormod FladbyKristine B WalhovdVidar StensetIvar Reinvang}
248,610641,Comparison between open and closed suction systems: a systematic review.,ENGPOR,nan,Rev Bras Ter Intensiva,198#2-4335,109.2030156277898,4,1/8/12,331-338,{Luiz Rogrio de Carvalho OliveiraNilza Aparecida Almeida de CarvalhoFlvio C L Cavalcanti Ara_joIzabela Menezes PagottoPaulo Chiavone}
249,,Association between interleukin-10 promoter polymorphisms and endometriosis: a meta-analysis.,@@eng,Gene,Ge%ne,nan,515,1,2/15/13,49-55,{Qiong ChenWei FanQianhong MaZhongying HuangZhun XiaoShangwei Li}
250,4123602.592801875,Overactive bladder: Optimizing quality of care,nan,Am. J. Managed Care,nan,1088-0224,7,,nan,S46-S61,??{Lema@@ck G.E.}
251,,Thyroid-related autoantibodies and celiac disease: a role for a gluten-free diet?,nan,nan,nan,nan,35,11.294831115771755,1/2/09,24??5-8,{E. MainardiG. MoscatoA. MontanelliM. DottiR. Nano}
252,,Providing access to specialty care for severely disabled institutional residents: an academic health center telemedicine model,nan,Journal of Health Care for the Poor & Underserved,nan,nan,20,2,nan,415-422 8p,{A. K. MarceeS. P. RoatenJ. B. MorrowK. J. KowalskeL. E. SnellL. L. Goetz}
253,908690,A robust method for diagnosis of morphological arrhythmias based on Hermitian model of higher-order statistics,English,nan,Biomed Eng Online,1475-925X,10,0,1/11/01,nan,{Address CorrespondenceS. KarimifardAddresses Authorahmadian@sina.tums.ac.ir Tehran Medical PhysicsTehran Medical PhysicsDepartment of Biomedical Systems S. KarimifardTums Tehran Iran Email University of Medical SciencesA. AhmadianTums Tehran Iran University of Medical SciencesSystems Department of Biomedical}
254,417373,nan,nan,Disease Management and Clinical Outcomes,nan,1088-3371,1,1,#1/#1/97,15-16,{J. E. Wennberg}
255,,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.,en????g,Nature: New biology,Nature New Biol.,0090-0028,242,117,3/2@@8/7??3,110-1,{V YoutananukornP Mantangkasombut}
256,1182464.688446714,Mic$roRNAs: a# new piece in the paediatric cardiovascular disease puzzle.,eng,Cardiology in the young,Cardiol Young,1467-1107,23,5,nan,nan,{Dalia ElimamKeith A WebsterA@@hmed OmranF%ei YinLina A Shehadeh}
257,695010,Association of Ureaplasma urealyticum colonization with development of bronchopulmonary dysplasia: a systemic review and meta-analysis.,nan,Journal$ of Huazhong Univers#ity of Science and Technology. Medical Sciences,J Huazhong Univ Sci Technolog Me%d Sci,1672-0733,,2,1%@@/14/04,265-9,{Jia-rui PuDan LiDe-hua YangLi-duan ZhengXiao-dan ZhengHong MeiXuan XiangQiang-song Tong}
258,191908,Mortality at older ages and moves in residential and sheltered housing: evidence from the UK,nan,Journal of Epidemiology and Community Health,nan,0143-005X,249.17681737884377,6,1/14/01,524-529,{J. FalkinghamM. EvandrouA. VlachantoniJ. Robards}
259,384767,A multinational study of thromboprophylaxis practice in critically ill children.,nan,Critical care medicine,Crit. Care Med.,1530-0293,42,5,1/14/05,1%232-%40,{Sarah H O'BrienMarisa TucciAntonio Rodriguez NunezPhilip C SpinellaLi QinEdward Vincent S FaustinoAdrienne G RandolphEdward TruemperSimon LiKimberly MarohnSheila HansonMichael Yung[Collective Name] $PROphylaxis against ThRombosis prACTice (PROTRACT) Study Investigators of the PALISI BloodNet}
260,855912,Asymmetric inheritance of mitochondrial content in aging budding yeast cells,English,nan,nan,nan,88.65369195753323,24,1/12/01,nan,
261,710727,nan,nan,Experimental Ag%ing Research,nan,nan,32,4,1/6/10,431-446 16p,{DeLosh ELBugg JMClegg BA}
262,816996,Uses of the electrical skin resistance method in the study of patients with neck and upper extremity pain,English,Johns Hopkins Medical Journal,JOHNS HO%PKINS MED. J.,nan,137,2,nan,69-74,{C.P. RichterL.H. Riley Jr.}
263,3115724.2514347206,[New aspects in hernia surgery].,ger,Urologe A,nan,03??40-2592,,7,1/5/07,774-9,{P E GoretzkiB J LammersT Otto}
264,275675,An exploration of self-reported negative affect by adolescents as a reason for smoking: implications for tobacco prevention and intervention programs,eng,Prev% Med,Preventive medicine,0091-7435,41,2,1/@@5/01,589-96,{J. RobinsonD. W. SmithB. ColwellS. L. StevensC. McMillan}
265,967376,Diagnosis of?? peripheral lung cancer with three echoic features via endobronchial ultrasound,English,Ch%est,nan,nan,419.32214380027585,3,1/7/01,922-9,{H. C. Ch#enS. M. ??LinC. L. ChouC. T. YuH. P. KuoC. H. Kuo}
266,640230,A meta-analysis of labor supply effects of interventions for major depressive disorder.,eng,Psychiatric Services.,nan,1075-2730,264.43599819364357,9.955673154294251,nan,212-8,{Justin W TimbieMarcela Horvitz-LennonSharon-Lise T NormandRichard G Frank}
267,625663,Combined pharmacotherapy and psychological treatment for dep??ression: a systematic review.,en%g,nan,nan,0003-990??X,61,7,1/4/07,714-9,{Paola BolliniGiuseppe TibaldiBruce KupelnickCarmine MunizzaSandro Pampallona}
268,480649,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: A prospective cohort study,nan,Journal of Sexual Medicine,nan,nan,38.92164369818917,0,1/15/01,nan,{A.@@ UngkanungdechaC. Chayachind$aJ. VeeragulJ. Jisabai}
269,782541,eComment. EuroSCORE II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery,English,nan,Interact Cardiovasc Thorac Surg,1569-9285,19,5,1/%14/01,733,{D. G. Nezic}
270,,The effect of a cervical lateral glide on the upper limb neurodynamic test: a blinded placebo-controlled investigation,nan,The Chartered Society of Physiotherapy Annual Congress and Exhibition: Defining Practice Friday October 17 to Sunday October 19 2003 International Convention Centre Birmingham.,nan,nan,0,0,1/3/01,10-Oct,
271,4394244.757036393,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,-10475,,5,nan,203-277,{Elefteriades$ J.A.}
272,867207,Early predicting of blood component quality by Statistical Process Control,nan,Vox Sanguinis,nan,#0@@042-9007,568.1662523654334,,1/10/01,1298.3973247264612,{H. JungkW. MadlaV. SchottstedtT. Alt}
273,253149,nan,nan,nan,nan,0007-1250 1472-1465,,0,1/1/98,185-185,{A. S. LeeS. D??aviesP. C@@. Naik}
274,929971,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration,nan,American Journal of Community Psychology,nan,0091%-0562#,,,1/11/01,3??41-51,{R. A. RosenheckJ. TsaiA. @@S. Ma%res}
275,470385,Fetal cleft lip and palate detection by three-dimensional ultrasonography,nan,Ultrasound Obstet. Gynecol.,nan,nan,57.282752307758784,4,nan,314-3%$20,{Lee W.Kirk J.S.Shaheen K.W.Romero R.Hodges A.N.Comstock C.H.}
276,,Substance Abuse and Trauma in Incarcerated Women,nan,nan,nan,nan,0,0,1/11/01,nan,{NCT01413984 }
277,113399,Use of Job Design to Reduce Mechanical Stress on the Back,nan,nan,nan,nan,0,0,1/1/89,323%-326,{D. W. Badger}
278,,nan,eng,Annual Abstract Supplement,nan,0016-5085,691.4901580224828,5,1/2/05,1314-#21,{Mark KernKaren DikemanBarbara GrandeMarta KazandjianTerilynn NitschkeStephanie DanielsBenson MasseyReza ShakerCaryn Easterling}
279,,A met%a-analysi%s of two genome-wide association studies identifies 3 new loci for alcohol dependence.,eng,nan,J Psychiatr Res,nan,224.9093401672859,,1/11/11,1419-2@@5,
280,,Crowdsourced Multimedia Enhanced Spatio-temporal Constraint Based on-Demand Social Network for Group Mobility,nan,Proceedings of the 23rd ACM international conference on Multimedia,nan,9$78-1-4503-34%59-4,0,0,1/15#/$01,761-762%,{Ahmad QamarMuhammad ShahidMd. Abdur RahmanAhmed LbathAkhlaq AhmadFaizan Ur RehmanAbdullah MuradBilal Sadiq}
281,56272,Impaired defa@@ult network functional connectivity in autosomal dominant Alzheimer dise#ase.,eng?%?,N?#?eurology,Neurology,1526-632X,426.16952820661334,8,8/20/13,736-44,{Virginia D BucklesAndrew J SaykinEric McDadeStephen P SallowayAaron P SchultzPeter R SchofieldRandall BatemanAdam M BrickmanNick C FoxJohn C MorrisJohn M RingmanChristopher C RowePaul ThompsonClifford JackBeau M AncesAllison M GoateRobert A KoeppeStephen CorreiaJasmeer P ChhatwalCaroline A SullivanAnne M FaganRichard MayeuxDaniel S MarcusTammie L S BenzingerKeith JohnsonReisa A SperlingChengjie Xiong}
282,737786,nan,nan,International Journal of Oral and Maxillofacial Surgery,nan,$0901-50??27,40,0,nan,nan,{R. R. M. BosE. W. HovingM. Wagemakers}
283,680306,Meta-analysis of the effects of sometribove zinc suspension on the production and health of lactating dairy cows.,en??g$,nan,J. Am. Vet. Med. Assoc.,nan,819.4986044459583,5,nan,550-64,{William W ThatcherNormand R St-PierreDale E BaumanJoseph S HoganK Larry SmithRobert J CollierGeorge A MillikenJan K Shearer}
284,53877,Journal of Health Communication : International Perspectives The Effect of an Internet-Based  Stage- Matched Message Intervention on Young Taiwanese Women ' s Physical Activity,nan,nan,nan,nan,0,0,1/14/01,37-41 DO  - 10.1080/10810730902805788,{Sheu-jen HuangMaiga ChangWen-chi HungJanie Chang}
285,504928,Azathioprine for multiple sclerosis,nan,nan,nan,nan,,4,nan,nan,{Ilaria CasettaGerardo Iuli$anoGraziella Filippini}
286,198650,Wound care,nan,nan,nan,nan,7,0,nan,27-32 ST  - Wound care-,
287,671386,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.,eng,Journal of medical imaging and radiation oncology,J Med Imaging Radiat Oncol,1754-9485,57,5,1/13/10,nan,
288,981412,Plant Kunitz proteinase inhibitor attenuates inflammation oxidative stress and remodeling induced by elastase in mice,nan,European Respiratory Journal,nan,nan,44,0,1/14/01,nan,{N. M. PinheiroR. Almeida-ReisL. OlivaM. A. MartinsM. L. V. OlivaO. A. Theodoro-JuniorE. A. LeickI. F. L. C. TibrioC. M. PradoR. F. RighettiB. T. M. Oliveira}
289,785472,nan,eng,PLoS One,PloS one,1932-6203,7,20.427396371880135,nan,e35061,{G. RahavG. Regev-YochayI. AbullaishA. ElhamdanyR. MalleyM. RazA. GoralY. RoytmanB. ShainbergM. VaronA. Ziv}
290,734077,Direct healthcare costs and cost-effectiveness of acute coronary syndrome secondary prevention with ticagrelor compared to clopidogrel: Economic evaluation from the public payer's perspective in Poland based on the PLATO trial results,En#g%lish,Kardiologia P??olska,nan,0022-9032,72,9,1/14/01,nan,{M. NiewadaJ. PaweskaA. BudajT. MaciochP. Perkowski}
291,,Changes in renal blood flow measured by radionuclide angiography following exhausting exercise in humans.,eng??,European journal of applied physiology and occupational physiology,nan,0301-5548,74,1,1/1/96,7-Jan,
292,743129,Hormonal and dietary characteristics in obese human subjects with and without food addiction.,eng,Nutrients,Nutrients,2072-6643,7,1,nan,223-38,{Pardis PedramGuang Sun}
293,392246,Importance of membrane materials for blood purification devices in critical care.,en$$g,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis,nan,1473-0502,40,1,nan,#$23-31,
294,4162114.5969921728,Myofascial trigger points: Spontaneous electrical activity and its consequences for pain induction and propagation,nan,Chin. Med,nan,1749-8546,6,0,nan,nan,
295,360147,nan,nan,nan,nan,1573-3955     1875-631X,7,13.403474560075708,1/11/01,435-442,{M. A. AlbaS. Prieto-GonzalezA. Garcia-MartinezM. C. CidM. ButjosaG. Espigo#l-FrigoleJ. Hernandez-Rodr#iguez}
296,670289,Quantitative assessment of the influence of common variations (rs8034191 and rs1051730) at 15q25 and lung cancer risk.,e??n$g,Tumour biology : the journal of the International Society for Oncodevelopmental Biology ??and Medicine,nan,nan,35,,1/14/03,2777-85,{Bin HuHong-ju MaoJing ZhaoYing HuangRong-huan YuChao Guan}
297,821702,nan,Eng#lish,CNS Drugs,nan,nan,20,6,1/6/01,477-505,{T. FoltynieR.A. BarkerS.J.G. LewisC.H. Williams-Gray}
298,188890,Incidence of multi-resistance in gram-negative aerobes from intensive care units of 10 German hospitals.,nan,Scandinavian journal of infectious diseases. Supplementum,Scand J Infect Dis Suppl,nan,78,-1,1/1/91,nan,{R AsangerP M ShahF M Kahan}
299,321660,Tuberculosis and high altitude. Worth a try in extensively drug-resistant tuberculosis?,English,nan,nan,nan,189,4,1/14/01,390-3,
300,427455,Cultural humility: essential foundation for clinical researchers.,eng,Applied nursing research : ANR,Appl Nurs Res,1532-8201,99.03198727472518,,1/13/11,251-6,{Katherine ??A Y$eagerSusan Bauer-Wu}
301,,Primary external fixation versus plaster immobilization of the intra-articular unstable distal radial fracture in the elderly,nan,Aktuelle Traumatologie,nan,nan,136.26766470667445,2,1/4/01,64-70,{J. OskamJ. H. HegemanJ. PalenH. J. DuisP. A. M. Vierhout}
302,2676523.9862231137,nan,English,JOURNAL OF CHEMICAL PHYSICS,J Chem Phys,nan,,8,1/7/01,84301,{D. A. TyurinV. A. BelovD. N. LaikovA. V. AkimovE. Y. Misochko}
303,704357,Clinical and radiological results of calcium phosphate cement-assisted balloon osteoplasty for Colles' fractures in osteoporotic senile female patients,nan,J Orthop Sci,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,0949-2658 (Print) 0949-2658,15,2,1/10/01,nan,{A. SudoS. IshiguroK. Iida}
304,2659475.6022486454,Explosive power and asymmetry in leg muscle function in frequent fallers and non-fallers aged over 65,nan,nan,nan,nan,31,2,1/2/01,119-125 7p,{Ruther%ford OMKennedy JSkelton DA}
305,3106392.209433663,Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research.,nan,Rev Med Chir Soc Med Nat Iasi,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,nan,118,,nan,nan,{Costin M.Dumbrav__ E.L.Postolache P.Cojocaru D.C.}
306,2879197.1352660432,Classification of autogenous skull grafts i??n cranial reconstruction,eng,J Okla State Med Assoc,nan,0030-1876 (Print) 0#030-18%76,86,7,1/1/93,327-32,{S. PelofskyP. D. H#unt#er}
307,,An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department,nan,nan,nan,nan,0,,nan,nan,{NCT00750412 }
308,1996697.210677296,Implementing participatory intervention and research in communities: lessons from the Kahnawake Schools Diabetes Prevention Project in Canada,English,Social Science and Medicine,nan,nan,,6,1/3/01,1295-1305,{T DelormierA C MacaulayM CargoA M McComberL Potvin}
309,,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,nan,Gut,Gut,0017-5749,49,32.393796700165126,1/1/12,835-42,{R H DowlingG M MurphyP B HylemonG FrenchM J VeyseyL A Thomas}
310,2191397.237819163,The role of viral infe@@#ction in pulmonary exacerbations of     bronchiectasis in adults: a prospective study,E??ngl$ish,Chest,nan,nan,,,1/15/01,1635-1643,{Gao YHLin ZYZhang GJZhong NSChen RCGao YTang YLin ZMXu GLi HMGuan WJ}
311,452432,Feverfew (Tanacetum parthenium L.): A systematic review.,nan,nan,nan,nan,,,nan,nan,{NULL}
312,320139,Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough,English,nan,nan,nan,,10,1/12/01,1??331-$4,{J. P. CegielskiS. P. Althomsons}
313,,Muscle variables of importance for physiological performance in competitive football.,ENG,European journal of applied physiology,Eur. J. Appl. Physiol.,1439-6327,-1,-1,8/15/10,nan,{Sebastien RacinaisOlivier GirardLars NyboMagni MohrMartin Thomassen}
314,3079166.90236994,Chapter 25 - Skin Manifestations of HIV Infection,nan,nan,nan,nan,0,0,1/3/01,nan,{Gary P. WormserAlvin E. Friedman-KienMiguel Sanchez}
315,699044.6884338142,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling,e??ng,nan,nan,nan,49,0,1/10/01,544-7 ST  - Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling-,{D. D. TownC. P. ChenY. N. SuW. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 WangC. W. PanC. C. LeeF. J. TsaiP. C. WuM. C. Huang}
316,,Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results.,eng%,Radiology,nan,1527-%1315,270,2,1/14/02,6??29%-30,{Qiao-Hong HuZhi-Liang HuangXiao-Ming FanShuang-Xi ChenXiang-Yang SongXiao-Ying Qiu}
317,776651,The endoplasmic reticulum-associated# VP7 of rotavirus is targeted to axons and dendrites in polarized neuron$s,English,Journal of Neurocytology,nan,nan,22,8,1/1/93,616-626,{K. KristenssonL. SvenssonH. B. GreenbergK. Weclewicz}
318,,Telemedicine in the management of chronic pain: a cost ??analysis study,nan,nan,nan,nan,56,8,$1/9/0@@1,590-6,{R. KernA. PronovostP. Peng}
319,623358,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,eng,nan,Br J Soc Psychol,0144-6665,43,0,1/4/06,159-86,{Paschal SheeranRichard Cooke}
320,385940,Normalisation of left ventricular systolic function after change from VVI pacing to biventricular pacing in a child with congenital complete atrioventricular block long-QT syndrome and congenital muscular dystrophy: a 10-year follow-up.,nan,Cardiology in the young,Cardiol Young,1467-1107,121.08419387045215,3,1/14/06,520-3,{Jesper I ReimersSabrina G ElleseHenrik  Andersen}
321,,Esti??mating t%he Effect of Land Leases on Prices of Inner-city Apartment Buildings,nan,Urban Studies (Routledge),nan,nan,190.52851336111289,,1/3/01,2049,{Christian T. L. Janssen}
322,515254,Radiographic detection of artificially created horizontal root fracture using different cone beam CT units with small fields of view.,eng,Dento maxillo facial radiology,Den??tomaxillofac Radiol,0250-832X,42,13.89970663193094,nan,20120261,{S MuratH AvseverS Y_kselC S PaksoyB?? OnderK Kamburoglu}
323,674623,Pharmacological treat??ments for obsessive-compulsive disorder in children and adolescents: a qualitative review.,eng,Actas espaolas de psiquiatr_a,Actas Esp Psiquia$tr,1578-2735,,13.009425529141131,1/1??3#/05,196-203,{Angel Rosa-AlczarAna I Rosa-AlczarMarina Iniesta-Sep_lveda}
324,226419,Anterior approach unilateral right sacrospinous fixation for recurrent pelvic organ prolapse following multiple colorectal surgeries.,ENG,International journal of colorectal disease,Int J Colorectal Dis,1432-1262,-1,-1,7/@$@15/01,nan,{Enie Akhtar Bt NawawiAhlam M Al-KharabshehTsia-Shu Lo}
325,178078,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,nan,nan,nan,nan,13,0,1/6/01,173-181,{J. De La CameraM. M. MesfinA. M. KedirG. AmanualT. ArayaI. G. Tareke}
326,,Corneal collagen cross-linking for nonectatic disorders: A systematic review.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
327,298570.7906289063,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.,eng,The neurologist,Neurologist,1074-7931,,16.33792526077081,1/12/05,130-2,{Diana DuroAugusto GouloGon_alo SantosNuno Mendon_aIsabel SantanaEg_dio Machado}
328,1908188.6829211805,Methodological Review of the Quality of Reach Out and Read: Does It &quot;Work&quot;?,nan,nan,nan,nan,0,0,nan,nan,{NULL}
329,338547,New therapies in soft tissue sarcoma,nan,nan,Expert Opin Emerg Drugs,1744-7623,15,2,1/10/01,237-48,{Bruno VincenziDaniele SantiniGiuseppe ToniniAnna Maria Frezza}
330,438808,nan,nan,nan,nan,nan,0,0,nan,nan,{NULL}
331,352040,Usefulness of @@a Survey on Underage Drinking in a Rural American Indian Community Health C??linic,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533-7731,20,2,1/13/??01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
