ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
214,440401,American palm ethnomedicine: a meta-analysis..,nan,nan,nan,nan,0,0,nan,nan,{NULL}
215,77389,Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer p#atients.,nan,Critical reviews in oncology/hematology,Crit. Rev. Oncol. Hematol.,nan,451.1639394921707,,1/12/10,130-48,{Emile E VoestSaskia C C M TeunissenAlexander de GraeffMarija Trajkovic-Vidakovic}
216,592817,nan,eng,nan,nan,nan,19,23.399909962150065,1/12/01%,361-3,{M. M. ParvareshM. HashemiR. SoodiS. NekoozadehS. A. AlemzadehK. G. FalavarjaniM. Modarres}
217,169270,Public health impact of the 1992 Los Angeles civil unrest,nan,Public health reports (Washington D.C. : 1974),nan,0033-3549,108,3,1/1/93,265-72,{NULL}
218,288711,nan,nan,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Colorectal Dis,1463-1318,46.79785497253366,1,1/8/01,81-83,{S. SlawikA. R. Dixon}
219,,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,nan,nan,nan,nan,22,,1/10/01,562-569,{D. BuzduceaBuzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood BergerF. LazarE. I. Mardare}
220,833251,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,nan,Journal of Consulting and Clinical Psychology,nan,nan,,1,1/6/01,nan,{E. FrankL.D. TorresD. KupferK.L. HarknessJ. GuillaumotJ.E. RobertsS.M. Monroe}
221,,nan,eng,Computerized Medical Imaging and Graphics: The Official Journal of the Computerized Medical Imaging Society,Comput@@ M%ed Imaging Graph,0895-6111,,6,11/1/98,447-52,{R TelloK KandarpaR F MundenS HootonR Pugatch}
222,315926,Preventing injuries through interventions for problem drinking: a systematic review of randomized controlled trials,nan,nan,nan,nan,34,4,1/1/99,609-21,{I. RobertsE. HeitmanC. DiguiseppiT. Dinh-Zarr}
223,901385,nan,nan,American Journal of Clinical Nutrition,nan,nan,72,1,nan,291S-297S,{O. A. LadipoJ. C. Konje}
224,787529,Rationale design and methods of the HEALTHY study nutrition intervention component,nan,nan,nan,0307-0565,,0,1/9/01,S29-36,{S. McCormickB. GillisA. VirusM. A. StatenC. MobleyS. L. VolpeJ. BridgmanL. El ghormliD. D. StadlerJ. Hartstein}
225,431348,Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German),nan,nan,nan,nan,0,0,nan,nan,{NULL}
226,441393,The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
227,2497541.475485829,Inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.,eng,Endocrinology,nan,1945-7170,154,9,1/13/09,3118-29,{Thomas SchererJose M GarciaVictor PapushaJi-an ChenMark AsnicarJoanna SmiechowskaBobby GuilloryChristoph BuettnerRoy G SmithAnriada Nassif}
228,572425,Primary cutaneous large B-cell lymphoma of the legs: a distinct clinical pathologic entity treated with CD20 monoclonal antibody (rituximab).,eng,American Journal of Clinical Oncology-Cancer Clinical Trials,nan,0277-3732,24,,nan,nan,
229,581864,Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration,nan,International Journal of Behavioral Consultation and Therapy,nan,nan,2,3,nan,432-438,{Marcie W. HandlerJames K. LuiselliJennifer A. Mautone}
230,455406,Green tea in dermatology. [Review],nan,nan,nan,nan,0,0,nan,nan,
231,696362,Teaching Calculus and Other Challenging Courses to Nontraditional and At-Risk Students at a Research University.,nan,McNeill Mathematics Program,College Teaching,87567555,54,4,1/6/01,291-297,{C. G. Mendez}
232,1588302.33426059,Tropical infection after a case o@@f total h$ip arthroplasty.,eng,The Journal of hospital infection,J. Hosp. Infect.,nan,87,3,1/14/07,nan,{E SennevilleH MelliezV LoviC JosephM DouaudM PradierT BoyerA MeybeckL Fortin-Lebraud}
233,800900,Chronic pelvic pain.,eng,Best practice & research. Clinical gastroenterology,Best Pract Res Clin Gastroenterol,1532-1916,23,4,1/9/01,593-610,{Andrew Paul Baranowski}
234,,Obstetrical anal sphincter laceration and anal incontinence 5-10 years after childbirth,nan,nan,American journal of obstetrics and gynecology,0002-9378 (Print) 0002-9378,207,5,1/12/01,425.e1-6,{K. C. McDermottJ. L. BlomquistV. L. HandaE. C. Evers}
235,659896,Comparative effectiveness of instructional design features in simulation-based education: systematic review and meta-analysis.,nan,nan,Med Teach,nan,35,1,#1/13/01,e867-98,
236,,Body mass index and outcome of ASC-H-interpreted cervical smears in postmenopausal women.,eng,nan,Acta Cytol.,Jan-47,56,,1/12/01,259-65,{Jae Jun LeeSang Yong SongSoomin AhnYoung Lyun OhJi-Youn SungChang Ohk SungYoo-Young Lee}
237,326944,Plasma concentration of asymmetric dimethylarginine and the risk of coronary heart disease: rationale and design of the multicenter CARDIAC study.,eng,Atherosclerosis. Supplements,Atheroscler Suppl,nan,4,4,nan,29-32,{Andreas M_ggeChristoph HanefeldRainer H B_ger[Collective Name] CARDIAC study investigators}
238,922795,[Toxicology and clinical significance of base-catalized degradation of sevoflurane to Compound A].,nan,Schlafst_rungen bei kritisch kranken patienten,nan,nan,45,-1,2/1/96,nan,{R M# JonesP Conzen}
239,,Functionality and feedback: a protocol for a realist synthesis of the collation interpretation and utilisation of PROMs data to improve patient care,eng,BMJ Open,nan,2044-6055,16.610720126560178,,1/14/01,nan,{C. MillsS. DalkinJ. GreenhalghC. WoodL. WoodJ. WrightE. GibbonsN. BlackJ. M. ValderasR. PawsonD. Meads}
240,428363,Case report. Cutaneous cryptococcosis in a patient with systemic erythematous lupus.,eng,Mycoses,Mycoses,0933-7407,44,9,1/1/1$1%,419-21,{L RamosS Mathur_nA MateoC L_pezC G_mez}
241,519287,A method for determining skeletal lengths from DXA images.,eng,BMC Musculoskelet Disord,BMC musculoskeletal disorders,1471-2474,8,-1,1/7/01,113,{Glen M BlakeTim D SpectorIgnac FogelmanUsha Chinappen-Horsley}
242,638918,Imaging for target volume delineation in rectal cancer radiotherapy--a systematic review.,eng,Clinical Oncology (Royal College of Radiologists),nan,1433-2981,24,,1/12/02,52-63,
243,111336,The influence of smoking and impaired glucose homoeostasis on the outcome in patients presenting with an acute coronary syndrome: a cross-sectional study.,eng,BMJ Open,nan,2044-6055,4,,1/14/01,e005077,
244,747279,Systematic review exploring the effect of exercise in pulmonary rehabilitation on depression levels in patients with chronic obstructive pulmonary disease,nan,Physiotherapy,Physiotherapy,1873-1465,97,0,nan,%eS502-eS503#,{Patil S.Horobin H.}
245,674696,Environmental and genomic factors as well as interventions influencing smoking cessation: a systematic review of reviews and a proposed working model.,eng,Public health genomics,nan,nan,16,4,1/13/01,159-73,{A BrandJ Van der HeydenS de VironH Van OyenN Malats}
246,258108,Impact of seasonality on recruitment retention adherence and outcomes in a web-based smoking cessation intervention: randomized controlled trial,nan,nan,nan,nan,15,0,1/13/01,e249-,{Mushro ANiaura R SGraham A LCobb N KFang YCha S}
247,59308,White matter diffusivity predicts memory in patients with subjective and mild cognitive impairment and normal CSF total tau levels.,eng,Journal of the International Neuropsychological Society : JINS,J Int Neuropsychol Soc,1469-7661,16,,1/10/01,58-69,{Ramune GrambaiteAnders M FjellTormod FladbyKristine B WalhovdVidar StensetIvar Reinvang}
248,610641,Comparison between open and closed suction systems: a systematic review.,ENGPOR,nan,Rev Bras Ter Int$ensiva%,1982-4335,20,4,1/8/12,331-338,{Luiz Rogrio de Carvalho OliveiraNilza Aparecida Almeida de CarvalhoFlvio C L Cavalcanti Ara_joIzabela Menezes PagottoPaulo Chiavone}
249,631704,Association between interleukin-10 promoter polymorphisms and endometriosis: a meta-analysis.,eng,Gene,Gene,1879-0038,515,1,2/15/13,49-55,{Qiong ChenWei FanQianhong MaZhongying HuangZhun XiaoShangwei Li}
250,846537,Overactive bladder: Optimizing quality of care,nan,Am. J. Managed Care,nan,nan,7,2,nan,S46-S61,{Lemack G.E.}
251,973076,Thyroid-related autoantibodies and celiac disease: a role for a gluten-free diet?,nan,Journal of Clinical Gastroenterology,nan,nan,35,3,1/2/09,nan,{E. MainardiG. MoscatoA. MontanelliM. DottiR. Nano}
252,931402,Providing access to specialty care for severely disabled institutional residents: an academic health center telemedicine model,nan,Journal of Health Care for the P$oor & $Underserved,nan,1049-2089,,2,1/9/01,415-422 8p,{A. K. MarceeS. P. RoatenJ. B. MorrowK. J. KowalskeL. E. SnellL. L. Goetz}
253,908690,A robust method for diagnosis of morphological arrhythmias based on Hermitian model of higher-order statistics,English,Biomedical engineering online,Biomed Eng Online,1475-925X,10,,nan,22,{Address CorrespondenceS. KarimifardAddresses Authorahmadian@sina.tums.ac.ir Tehran Medical PhysicsTehran Medical PhysicsDepartment of Biomedical Systems S. KarimifardTums Tehran Iran Email University of Medical SciencesA. AhmadianTums Tehran Iran University of Medical SciencesSystems Department of Biomedical}
254,,Shared decis??ion making and th#e future of managed care,nan,Disease Management and Clinical Outcomes,nan,1088-3371,1,1,1/1/97,15-16,{J. E. Wennberg}
255,759329,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.,nan,Nature: New biology,Nature New Biol.,0090-0028,242,117,3/28/73,110-1,{V YoutananukornP Mantangkasombut}
256,1440576.63154593,nan,eng,Cardiology in the young,Cardiol Young,nan,,5,nan,642-55,{Dalia ElimamKeith A WebsterAhmed OmranFei YinLina A Shehadeh}
257,695010,Association of Ureaplasma# urealyticum colonization with development of bronchopulmonary dysplasia: a systemic review and meta-analysis.,eng,Journal of Huazhong University of Science and Technology. Medical Sciences,J Huazhong Univ Sci Technolog Med Sci,1672-0733,34,2,1/14/04,265-9,{Jia-rui PuDan LiDe-hua YangLi-duan ZhengXiao-dan ZhengHong MeiXuan XiangQiang-song Tong}
258,191908,Mortality at older ages and moves in residential and sheltered housing: evidence from the UK,nan,Jou%rnal of ??Epidemiology and Community Health,nan,0143-005X,68,,1/14/01,nan,{J. FalkinghamM. EvandrouA. VlachantoniJ. Robards}
259,,A multinational study of thromboprophylaxis practice in critically ill children.,eng,nan,Crit. Care Med.,1530-0293,42,5,1/14/05,1232-40,{Sarah H O'BrienMarisa TucciAntonio Rodriguez NunezPhilip C SpinellaLi QinEdward Vincent S FaustinoAdrienne G RandolphEdward TruemperSimon LiKimberly MarohnSheila HansonMichael Yung[Collective Name] PROphylaxis against ThRombosis prACTice (PROTRACT) Study Investigators of the PALISI BloodNet}
260,855912,Asymmetric inheritance of mitochondrial content in aging budding yeast cells,English,Molecular Biology of the Cell. Conference: Annual Meeting of the American Society for Cell Biology ASCB,nan,nan,96.79747190746922,24,1/12/01,nan,{E. A. MartinL. F. CostaH. LiY. ZhangM. P. VianaS. M. RafelskiW. F. Marshall}
261,,nan,nan,Experimental Aging Research,nan,0361-073X     1096-4657,32,,1/6/10,431-446 16p,
262,816996,Uses of the electrical skin resistance method in the study of patients with neck and upper extremity pain,nan,Johns Hopkins Medical Journal,JOHNS HOPKINS MED. J.,nan,137,2,1/1/75,69-74,{C.P. RichterL.H. Riley Jr.}
263,625016,[New aspects in hernia surgery].,ge@@#r,nan,nan,nan,44,7,1/5/07,774-9,{P E GoretzkiB J LammersT Otto}
264,275675,An exploration of self-reported negative affect by adolescents as a reason for smoking: implications for tobacco prevention and intervention programs,nan,Prev Med,Preventive medicine,0091-7435,201.3582333368383,2,1/5/01,589-96,{J. RobinsonD. W. SmithB. ColwellS. L. StevensC. McMillan}
265,,Diagnosis of peripheral lung cancer with three echoic features via endobronchial ultrasound,English,Chest,nan,nan,132,3,1/7/01,922-9,{H. C. ChenS. M. LinC. L. ChouC. T. YuH. P. KuoC. H. Kuo}
266,640230,A meta-analysis of labor supply effects of interventions for major d#epres$sive disorder.,eng,Psychiatric Services.,nan,nan,57,2,1/6/02,212-8,{Justin W TimbieMarcela Horvitz-LennonSharon-Lise T NormandRichard G Frank}
267,625663,nan,nan,nan,nan,0003-990X,61,7,nan,714-9,{Paola BolliniGiuseppe TibaldiBruce KupelnickCarmine MunizzaSandro Pampallona}
268,480649,nan,nan,Journal of Sexual Medicine,nan,nan,12,0,1/15/01,58,{A. UngkanungdechaC. ChayachindaJ. VeeragulJ. Jisabai}
269,782541,eComment. EuroSCORE II - cor??rected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery,English,Interactive Cardiovascular & Thoracic Surgery,Interact Cardiovasc Thorac Surg,1569-9285,19,5,1/14@@#/01,733,
270,,The effect of a cervical lateral glide on the upper limb neurodynamic test: a blinded placebo-controlled investigation,nan,The Chartered Society of Physiotherapy Annual Congress and Exhibition: Defining Practice Friday October 17 to Sunday October 19 2003 International Convention Centre Birmingham.,nan,nan,0,0,1/3/01,10-Oct,{A GreenJ LewisC WorsfoldJ Saranga}
271,836847,Thoracic Aortic Aneurysm: Reading the Enemy's Playbook,nan,Curr. Probl. Cardiol.,nan,-10475,33,5,nan,203-277,{Elefteriades J.A.}
272,867207,Early predicting of blood component quality by Statistical Process Control,nan,Vox Sanguinis,nan,0042-9007,99,0,1/10/01,227,{H. JungkW. MadlaV. SchottstedtT. Alt}
273,253149,Li$fetime% risk of suicide in affective disorders,nan,The British Journal of Psychiatry,nan,0007-1250 1472-1465,173,0,1/1/98,nan,{A. S. LeeS. DaviesP. C. Naik}
274,929971,A geographic analysis of chronically homeless adults before and after enrollment in a multi-site supported housing initiative: community characteristics and migration,nan,American Journal of Community Psychology,nan,nan,48,3,1/11/01,341-51,{R. A. RosenheckJ. TsaiA. S. Mares}
275,470385,Fetal cleft lip and palate detection by three-dimensional ultrasonography,nan,Ultrasound Obstet. Gynecol.,nan,nan,,4,nan,314-320,{Lee W.Kirk J.S.Shaheen K.W.Romero R.Hodges A.N.Comstock C.H.}
276,731703,Substance Abuse and Trauma in Incarcerated Women,nan,nan,nan,nan,0,0,1/11/01,nan,{NCT01413984 }
277,113399,Use of Job Design to Reduce Mechanical Stress on the Back,nan,nan,nan,nan,0,,nan,323-32%6,{D. W. Badger}
278,685178,Rehabilitation of swallowing by exercise in tube-fed patients with pharyngeal dysphagia secondary to abnormal UES opening.,eng,Annual Abstract Supplement,nan,0016-5085,122,,1/2/05,1314-21,{Mark KernKaren DikemanBarbara GrandeMarta KazandjianTerilynn NitschkeStephanie DanielsBenson MasseyReza ShakerCaryn Easterling}
279,3336075.23446371,nan,eng,Journal of psychiatric research,J Psychiatr Res,1879-1379,45,11,1/11/11,nan,{Min ZengYue PanQunyuan ZhangKe-Sheng WangNagesh AragamXuefeng Liu}
280,,Crowdsourced Multimedia Enhanced Spatio-temporal Constraint Based on-Demand Social Network for Group Mobility,nan,Proceedings of the 23rd ACM international conference on Multimedia,nan,978-1-4503-3459-4,0,0,1/15/01,761-762,{Ahmad QamarMuhammad ShahidMd. Abdur RahmanAhmed LbathAkhlaq AhmadFaizan Ur RehmanAbdullah MuradBilal Sadiq}
281,56272,Impaired default network functional connectivity in autosomal dominant Alzheimer disease.,nan,Neurology,Neurology,nan,81,,nan,736-44,{Virginia D BucklesAndrew J SaykinEric McDadeStephen P SallowayAaron P SchultzPeter R SchofieldRandall BatemanAdam M BrickmanNick C FoxJohn C MorrisJohn M RingmanChristopher C RowePaul ThompsonClifford JackBeau M AncesAllison M GoateRobert A KoeppeStephen CorreiaJasmeer P ChhatwalCaroline A SullivanAnne M FaganRichard MayeuxDaniel S MarcusTammie L S BenzingerKeith JohnsonReisa A SperlingChengjie Xiong}
282,737786,Cranial reconstruction of major traumatic defects in children with osteoinductive and resorbable materials,nan,nan,nan,0901-5027,40,0,nan,1024-1025,{R. R. M@@. BosE. W. HovingM. Wage@@makers}
283,680306,Meta-analysis of the effects of sometribove zinc suspension on the production and health of lactating dairy cows.,eng,Journal of the American Veterinary Medical Association,J. Am. Vet. Med. Assoc.,nan,245,5,nan,550-64,{William W ThatcherNormand R St-PierreDale E BaumanJoseph S HoganK Larry SmithRobert J CollierGeorge A MillikenJan K Shearer}
284,53877,Journal of Health Communication : International Perspectives The Effect of an Internet-Based  Stage- Matched Message Intervention on Young Taiwanese Women ' s Physical Activity,nan,nan,nan,nan,0,0,1/14/01,37-41 DO  - 10.1080/10810730902805788,
285,504928,Azathioprine for multiple sclerosis,nan,nan,nan,nan,0,4,1/7/01,nan,{Ilaria CasettaGerardo IulianoGraziella Filippini}
286,198650,Wound care,nan,nan,nan,nan,7,0,1/1/9@@2,27-32 ST  #-$ Wound care-,{NULL}
287,671386,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.,eng,Journal of medical imaging and radiation oncology,J Med Imaging Radiat Oncol,1754-9485,57,5,1/13/10,529#-33,
288,981412,nan,nan,European Respiratory Journal,nan,nan,,0,1/14/01,nan,{N. M. PinheiroR. Almeida-ReisL. OlivaM. A. MartinsM. L. V. OlivaO. A. Theodoro-JuniorE. A. LeickI. F. L. C. TibrioC. M. PradoR. F. RighettiB. T. M. Oliveira}
289,,Streptococcus pneumoniae carriage in the Gaza strip,eng,PLoS One,PloS one,1932-6203,,17.41668537773414,1/12/01,e35#061,{G. RahavG. Regev-YochayI. AbullaishA. ElhamdanyR. MalleyM. RazA. GoralY. RoytmanB. ShainbergM. VaronA. Ziv}
290,,Direct healthcare costs and cost-effectiveness of acute coronary syndrome secondary prevention with ticagrelor compared to clopidogrel: Economic evaluation from the public payer's perspective in Poland based on the PLATO trial results,English,Kardiologia Polska,nan,nan,,9,1/14/01,8$23%-830,{M. NiewadaJ. PaweskaA. BudajT. MaciochP. Perkowski}
291,46028,Changes in renal blood flow measured by radionuclide angiography following exhausting exercise in humans.,eng,nan,Eur J Appl Physiol Occup Physiol,0301-5548,74,,1/1/96,7-Jan,{S IkawaM SudohM SuzukiS MatsubaraM ShiotaK Kawakami}
292,,Hormonal and dietary characteristics in obese human subjects with and without food addiction.,eng,Nutrients,Nutrients,2072-6643,,1,1/15/01,223-38,{Pardis PedramGuang Sun}
293,392246,Importance of membrane materials for blood purification devices in critical care.,nan,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis,nan,1473-0502,,3.7148683473773896,1/9/02,23-31,{Narumi TomisawaAkihiro C Yamashita}
294,904889,Myofascial trigger points: Spontaneous electrical activity and its consequences for pain induction and propagation,nan,Chin. @@??Med,nan,1749-8546,6,0,nan,nan,{Ge H.-Y.Fernndez-de-las-Peas C.Yue S.-W.}
295,360147,Treatment of large vessel vasculitis,nan,nan,nan,nan,38.75487145708642,4,nan,nan,{M. A. AlbaS. Prieto-GonzalezA. Garcia-MartinezM. C. CidM. ButjosaG. Espigol-FrigoleJ. Hernandez-Rodriguez}
296,670289,Quantitative assessment of the influence of common variations (rs8034191 and rs1051730) at 15q25 and lung cancer risk.,eng,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour Biol.,1423-0380,35,3,nan,nan,{Bin HuHong-ju MaoJing ZhaoYing HuangRong-huan YuChao Guan}
297,821702,Cognitive deficits and psychosis in Parkinson's disease: A review of pathophysiology and therapeutic options,English,CNS Drugs,nan,nan,20,,1/6/01,477-505,{T. FoltynieR.A. BarkerS.J.G. LewisC.H. Williams-Gray}
298,188890,Incidence of multi-resistance in gram-negative aerobes from intensive care units of 10 German hospitals.,eng,Scan#dinavian journal of@@ infectious diseases. Supplementum,Scand J Infect Dis Suppl,0300-8878,78,-1,1/1/91,nan,
299,321660,Tuberculosis and high altitude. Worth a try in extensively drug-resistant tuberculosis?,English,nan,nan,nan,189,4,1/14/01,390-3,{J. F. Murray}
300,,Cultural humility: essential foundation for clinical researchers.,??en??g,Applied nursing research : ANR,Appl @@Nurs Res,1532-8201,26,4,1/13/11,251-6,{Katherine A YeagerSusan Bauer-Wu}
301,246204,Primary external fixation versus plaster immobilization of the intra-articular unstable distal radial fracture in the elderly,nan,Aktuelle Traumatologie,nan,nan,,2,1/4/01,64-70,{J. OskamJ. H. HegemanJ. PalenH. J. DuisP. A. M. Vierhout}
302,857402,High resolution EPR spectroscopy of C(60)F and C(70)F in solid argon: reassignment of C(70)F regioisomers,English,JOURNAL OF CHEMICAL PHYSICS,J Chem Phys,1089-7690,127,8,1/7/01,84301,{D. A. TyurinV. A. BelovD. N. La%ikovA. V. AkimovE. Y. Mis??ochko}
303,704357,Clinical and radiological results of calcium phosphate cement-assisted balloon osteoplasty for Colles' fractures in osteoporotic senile female patients,nan,J Orthop Sci,nan,0949-2658 (Print) 0949-2658,15,2,1/10/01,204-9,
304,716785,Explosive power and asymmetry in leg muscle function in frequent fallers and non-fallers aged over 65,nan,nan,nan,nan,31,2,nan,119-125 7p,{Rutherford OMKennedy JSkelton DA}
305,746065,Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research.,nan,Rev Med Chir Soc% Med?? Nat Iasi,nan,0048-7848 (Print) 0048-7848,118,1,nan,39-44,{Costin M.Dumbrav__ E.L.Postolache P.Cojocaru D.C.}
306,738322,nan,eng,J Okla State Med Assoc,The Journal of the Oklahoma State Medical Association,0030-1876 (Print) 0030-1876,86,24.336490289008857,1/1/93,327-32,
307,934177,An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department,nan,nan,nan,nan,0,0,nan,nan,{NCT00750412 }
308,351534,Implementing participatory intervention and research in communities: lessons from the Kahnawake Schools Diabetes Prevention Project in Canada,English,Social Science and Medicine,nan,nan,56,6,1/3/01,1295-1305,{T DelormierA C MacaulayM CargoA M McComberL Potvin}
309,872389,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,eng,Gut,Gut,0017-5749,49,,1/1/12,nan,
310,499983,The role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study,E#ngli#sh,nan,nan,nan,147,6,1/15/01,1635-1643,{Gao YHLin ZYZhang GJZhong NSChen RCGao YTang YLin ZMXu GLi HMGuan WJ}
311,452432,Feverfew (Tanacetum parthenium L.): A systematic review.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
312,,Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough,Engl@@i%sh,nan,nan,nan,16,10,nan,1331-4,{J. P. CegielskiS. P. Althomsons}
313,,Muscle variables of importance for physiological performance in competitive football.,ENG,European journal of applied physiology,Eur. J. Appl. Physiol.,1439-6327,-1,-1,8/15/10,nan,
314,,Chapter 25 - Skin Manifestations of HI??V Infection,nan,nan,nan,nan,0,0,1/3/01,6??6#3-695,
315,152626,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling,eng,nan,nan,nan,,0,1/10/01,544-7 ST  - Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling-,{D. D. TownC. P. ChenY. N. SuW. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4#559(10)60117-9 DP  - NLM ET  - 2011/01/05 WangC. W. PanC. C. LeeF. J. TsaiP. C. WuM. C.# Huang}
316,,Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results.,eng,Radiology,Radiology,1527-1315,270,2,1/14/02,629-30,{Qiao-Hong HuZhi-Liang HuangXiao-Ming FanShuang-Xi ChenXiang-Yang SongXiao-Ying Qiu}
317,3147381.753267888,The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrites in polarized neurons,English,Journal of Neurocyt$ology,nan,nan,22,8,1/1/93,616-626,
318,931361,Telemedicine in the management of chronic pain: a cost analysis study,nan,Canadian Journal of Anaesthesia,nan,nan,224.26020083547456,,1/9/01,590-6,{R. KernA. PronovostP. Peng}
319,623358,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,eng,nan,Br J Soc Psychol,nan,43,,1/4/06,159-86????,{Paschal SheeranRichard Cooke}
320,,Normalisation of left ventricular systolic function after change from VVI pacing to biventricular pacing in a child with congenital complete atrioventricular block long-QT syndrome and congenital muscular dystrophy: a 10-year follow-up.,%eng,Cardiology in the young,Cardiol Young,nan,24,,1/14/06,520-3,{Jesper I ReimersSabrina G ElleseHenrik  Andersen}
321,951168,Estimating the Effect of Land Leases on Prices of Inner-city Apartment Buildings,nan,Urban Studies (Routledge),nan,420980,40,10,1/3/01,2049,{Christian T. L. Janssen}
322,515254,Radiographic detection of artificially created horizontal root fracture using different cone beam CT units with small fields of view.,eng,Dento maxillo facial radiology,Dentomaxillofac Radiol,0250-832X,42,4,1/13/01,20120261,{S MuratH AvseverS Y_kselC S PaksoyB OnderK Kamburoglu}
323,674623,Pharmacological treatments for obsessive-compulsive disorder in children and adolescents: a qualitative review.,e#ng,Actas espaolas de psiquiatr_a,Actas Esp Psiquiatr,1578-2735,,3,nan,nan,{Angel Rosa-AlczarAna I Rosa-AlczarMarina Iniesta-Sep_lveda}
324,226419,Anterior approach unilateral right sacrospinous fixation for recurrent pelvic organ prolapse following multiple colorectal surgeries.,ENG,Inter@@national journal of colorectal disease,Int J Colorectal Dis,nan,-3.027067485353746,-1,7/15/01,nan,{Enie Akhtar Bt NawawiAhlam M Al-KharabshehTsia-Shu Lo}
325,178078,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,nan,nan,nan,nan,,0,1/6/01,173-181,
326,453637,Corneal collagen cross-linking for nonectatic disorders: A systematic review.,nan,nan,nan,nan,0,0,nan,nan,
327,287053.5698604576,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.,eng,nan,Neurologist,nan,18,11.84816852825918,1/12/05,nan,{Diana DuroAugusto GouloGon_alo SantosNuno Mendon_aIsabel SantanaEg_dio Machado}
328,,nan,nan,nan,nan,nan,,0,nan,nan,{NULL}
329,338547,New therapies in soft tissue sarcoma,nan,Expert opinion on emerging drugs,Expert Opin Emerg Drugs,1744-7623,15,2,1/10/01,nan,{Bruno VincenziDaniele SantiniGiuseppe ToniniAnna Maria Frezza}
330,1965892.394096152,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology,nan,nan,nan,nan,0,0,nan,nan,{NULL}
331,,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,nan,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,nan,1533-7731,20,2,1/13/01,26-Jan,{Joel W. GrubeJuan A. LunaDavid A. GilderJennifer RobertsDaniel CalacCindy L. EhlersRoland S. Moore}
332,3834587.308350939,Antidiabetic oral treatment in older people: does frailty matter?,nan,Drugs & aging,Drugs Aging,1179-1969,26,,1/9/12,53-62,{Angela Marie AbbatecolaAndrea CorsonelloSilvia BustacchiniFabrizia LattanzioGiuseppe Paolisso}
333,182296,nan,nan,nan,nan,nan,,0,1/6/01,nan,{Aitken Alderson Anderson Aptekar Backett-Milburn Beazley Becker Bello Berman Billig Bluebond-Langner Borchgrevink Bucholtz Christensen Constantino Cornwall Dell Clark DiCarlo Diprose Douglas Downe Geissler Goodenough Hart James James Jocano Katz Koppitz L AguilarLisa M. Mitchell}
334,49847,[Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective multi-center randomized placebo-controlled double-blind trial],chi,nan,nan,nan,5,0,1/7/01,392-7 ST  - [Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective multi-center randomized placebo-controlled double-blind trial]-,{M. D. JiangZ. J. FanT. Q. DA  - Jul DP  - NLM ET  - 2007/07/17 LiQ. XiaL. WangZ. YuR. M. ZhangF. X. ZhangX. N. YangH. R. Zhang}
335,524073,nan,eng,nan,nan,nan,13,6,12/1/97,259-64,{M EckerbomT Magnusson}
